algorithm,n_weapons,n_targets,value,time_sec,iterations,extra,category,instance_id,instance_file
MMR_Modified,100,100,633.547278705815,0.03249130002222955,4,improvement_pct=0.4714,medium_balanced,1,instance_001.json
GA_Original,100,100,942.9719729733156,20.000367200002074,3948,,medium_balanced,1,instance_001.json
GA_Modified,100,100,636.5481997743262,20.004648099886253,4084,improvement_pct=0.0000,medium_balanced,1,instance_001.json
MMR_Original,100,100,607.259035800912,0.01449030009098351,100,,medium_balanced,2,instance_002.json
MMR_Modified,100,100,604.5839242301909,0.031681399792432785,4,improvement_pct=0.4405,medium_balanced,2,instance_002.json
GA_Original,100,100,833.4396710347096,20.003557299962267,3954,,medium_balanced,2,instance_002.json
GA_Modified,100,100,607.259035800912,20.00375930010341,4086,improvement_pct=0.0000,medium_balanced,2,instance_002.json
MMR_Original,100,100,666.1472354173801,0.014668300049379468,100,,medium_balanced,3,instance_003.json
MMR_Modified,100,100,660.8836707477902,0.031110299983993173,4,improvement_pct=0.7902,medium_balanced,3,instance_003.json
GA_Original,100,100,943.854979936204,20.0039003000129,3945,,medium_balanced,3,instance_003.json
GA_Modified,100,100,666.1472354173801,20.00107489991933,4079,improvement_pct=0.0000,medium_balanced,3,instance_003.json
MMR_Original,100,100,623.7658286053123,0.015390200074762106,100,,medium_balanced,4,instance_004.json
MMR_Modified,100,100,620.3572335832067,0.032739799935370684,4,improvement_pct=0.5465,medium_balanced,4,instance_004.json
GA_Original,100,100,896.2500045772962,20.002248000120744,3939,,medium_balanced,4,instance_004.json
GA_Modified,100,100,623.7658286053123,20.002289100084454,4091,improvement_pct=0.0000,medium_balanced,4,instance_004.json
MMR_Original,100,100,648.4772169073203,0.015452299965545535,100,,medium_balanced,5,instance_005.json
MMR_Modified,100,100,647.4943391487933,0.03381559997797012,4,improvement_pct=0.1516,medium_balanced,5,instance_005.json
GA_Original,100,100,942.4206924722214,20.00236909999512,3971,,medium_balanced,5,instance_005.json
GA_Modified,100,100,648.4772169073203,20.002242700196803,4109,improvement_pct=0.0000,medium_balanced,5,instance_005.json
MMR_Original,100,100,620.4089663900895,0.014790999935939908,100,,medium_balanced,6,instance_006.json
MMR_Modified,100,100,617.0650025535815,0.030747600132599473,4,improvement_pct=0.5390,medium_balanced,6,instance_006.json
GA_Original,100,100,867.1937032492692,20.0016978001222,3961,,medium_balanced,6,instance_006.json
GA_Modified,100,100,620.4089663900895,20.002804999938235,4099,improvement_pct=0.0000,medium_balanced,6,instance_006.json
MMR_Original,100,100,605.2272056086069,0.014818000141531229,100,,medium_balanced,7,instance_007.json
MMR_Modified,100,100,599.0656569237069,0.03285009996034205,4,improvement_pct=1.0181,medium_balanced,7,instance_007.json
GA_Original,100,100,826.1604931407809,20.000716800102964,3965,,medium_balanced,7,instance_007.json
GA_Modified,100,100,605.2272056086069,20.000814399914816,4094,improvement_pct=0.0000,medium_balanced,7,instance_007.json
MMR_Original,100,100,605.4432311694211,0.015469899866729975,100,,medium_balanced,8,instance_008.json
MMR_Modified,100,100,603.0133317257266,0.03477269993163645,5,improvement_pct=0.4013,medium_balanced,8,instance_008.json
GA_Original,100,100,817.6667235981786,20.001521399943158,3949,,medium_balanced,8,instance_008.json
GA_Modified,100,100,604.7376472240139,20.00371459987946,4088,improvement_pct=0.1165,medium_balanced,8,instance_008.json
MMR_Original,100,100,626.389426940187,0.015554099809378386,100,,medium_balanced,9,instance_009.json
MMR_Modified,100,100,625.4452771459709,0.03292150003835559,4,improvement_pct=0.1507,medium_balanced,9,instance_009.json
GA_Original,100,100,882.6881253210177,20.003070600098,3957,,medium_balanced,9,instance_009.json
GA_Modified,100,100,626.389426940187,20.002112300135195,4091,improvement_pct=0.0000,medium_balanced,9,instance_009.json
MMR_Original,100,100,698.139090146473,0.014978899853304029,100,,medium_balanced,10,instance_010.json
MMR_Modified,100,100,697.5083322871405,0.03336900006979704,4,improvement_pct=0.0903,medium_balanced,10,instance_010.json
GA_Original,100,100,983.8960502476483,20.00524319987744,3946,,medium_balanced,10,instance_010.json
GA_Modified,100,100,698.139090146473,20.00088070007041,4082,improvement_pct=0.0000,medium_balanced,10,instance_010.json
MMR_Original,100,100,671.2055278537488,0.0146248999517411,100,,medium_balanced,11,instance_011.json
MMR_Modified,100,100,666.2473160968085,0.034497500164434314,5,improvement_pct=0.7387,medium_balanced,11,instance_011.json
GA_Original,100,100,972.8147172699864,20.002718799980357,3958,,medium_balanced,11,instance_011.json
GA_Modified,100,100,670.531828609199,20.003758399980143,4086,improvement_pct=0.1004,medium_balanced,11,instance_011.json
MMR_Original,100,100,635.1734964711077,0.014983899891376495,100,,medium_balanced,12,instance_012.json
MMR_Modified,100,100,632.5399311059242,0.032337999902665615,4,improvement_pct=0.4146,medium_balanced,12,instance_012.json
GA_Original,100,100,876.431513267743,20.003550400026143,3934,,medium_balanced,12,instance_012.json
GA_Modified,100,100,635.1734964711077,20.000981299905106,4066,improvement_pct=0.0000,medium_balanced,12,instance_012.json
MMR_Original,100,100,624.4247508069177,0.01470100018195808,100,,medium_balanced,13,instance_013.json
MMR_Modified,100,100,621.7541455322746,0.033025399781763554,4,improvement_pct=0.4277,medium_balanced,13,instance_013.json
GA_Original,100,100,868.1708136172883,20.000398700125515,3942,,medium_balanced,13,instance_013.json
GA_Modified,100,100,624.4247508069177,20.00096240011044,4084,improvement_pct=0.0000,medium_balanced,13,instance_013.json
MMR_Original,100,100,668.0061415921543,0.014968200121074915,100,,medium_balanced,14,instance_014.json
MMR_Modified,100,100,666.7301946261393,0.036461399868130684,4,improvement_pct=0.1910,medium_balanced,14,instance_014.json
GA_Original,100,100,912.195764978249,20.00004790001549,3948,,medium_balanced,14,instance_014.json
GA_Modified,100,100,668.0061415921543,20.004473499953747,4086,improvement_pct=0.0000,medium_balanced,14,instance_014.json
MMR_Original,100,100,710.3624693538516,0.014660699991509318,100,,medium_balanced,15,instance_015.json
MMR_Modified,100,100,708.0297829407759,0.03043779986910522,4,improvement_pct=0.3284,medium_balanced,15,instance_015.json
GA_Original,100,100,968.5497759779134,20.00452769990079,3946,,medium_balanced,15,instance_015.json
GA_Modified,100,100,710.3624693538516,20.000363199971616,4087,improvement_pct=0.0000,medium_balanced,15,instance_015.json
MMR_Original,100,100,604.8594724839327,0.01483969995751977,100,,medium_balanced,16,instance_016.json
MMR_Modified,100,100,603.2488492508312,0.03139490005560219,4,improvement_pct=0.2663,medium_balanced,16,instance_016.json
GA_Original,100,100,895.6031045966782,20.00444999989122,3936,,medium_balanced,16,instance_016.json
GA_Modified,100,100,604.8594724839327,20.00291909999214,4078,improvement_pct=0.0000,medium_balanced,16,instance_016.json
MMR_Original,100,100,611.3953776820214,0.01491059991531074,100,,medium_balanced,17,instance_017.json
MMR_Modified,100,100,608.6510318693767,0.0320637000259012,4,improvement_pct=0.4489,medium_balanced,17,instance_017.json
GA_Original,100,100,827.1974269264352,20.004406199790537,3947,,medium_balanced,17,instance_017.json
GA_Modified,100,100,611.3953776820214,20.002730599837378,4078,improvement_pct=0.0000,medium_balanced,17,instance_017.json
MMR_Original,100,100,671.1703792069496,0.014815599890425801,100,,medium_balanced,18,instance_018.json
MMR_Modified,100,100,665.5681283826129,0.03109310008585453,4,improvement_pct=0.8347,medium_balanced,18,instance_018.json
GA_Original,100,100,925.7535460888954,20.000682200072333,3934,,medium_balanced,18,instance_018.json
GA_Modified,100,100,671.1703792069496,20.00415870011784,4094,improvement_pct=0.0000,medium_balanced,18,instance_018.json
MMR_Original,100,100,676.4898510676809,0.015197499888017774,100,,medium_balanced,19,instance_019.json
MMR_Modified,100,100,672.6443278984326,0.03188460017554462,4,improvement_pct=0.5685,medium_balanced,19,instance_019.json
GA_Original,100,100,935.205414289564,20.000426599988714,3973,,medium_balanced,19,instance_019.json
GA_Modified,100,100,676.4898510676809,20.000417300034314,4097,improvement_pct=0.0000,medium_balanced,19,instance_019.json
MMR_Original,100,100,682.2611194333174,0.014990300172939897,100,,medium_balanced,20,instance_020.json
MMR_Modified,100,100,679.3869299993738,0.03407759987749159,4,improvement_pct=0.4213,medium_balanced,20,instance_020.json
GA_Original,100,100,985.0862914798697,20.003551799803972,3966,,medium_balanced,20,instance_020.json
GA_Modified,100,100,682.2611194333174,20.00257879984565,4107,improvement_pct=0.0000,medium_balanced,20,instance_020.json
MMR_Original,50,100,2593.9597735972916,0.0036683999933302402,50,,medium_scarce,1,instance_001.json
MMR_Modified,50,100,2588.0581800526547,0.00994719984009862,4,improvement_pct=0.2275,medium_scarce,1,instance_001.json
GA_Original,50,100,2879.335301923631,20.000596900004894,6398,,medium_scarce,1,instance_001.json
GA_Modified,50,100,2592.8962273776347,20.00283810007386,5666,improvement_pct=0.0410,medium_scarce,1,instance_001.json
MMR_Original,50,100,2176.261199356434,0.0037563000805675983,50,,medium_scarce,2,instance_002.json
MMR_Modified,50,100,2169.2715249220378,0.01036349986679852,4,improvement_pct=0.3212,medium_scarce,2,instance_002.json
GA_Original,50,100,2430.2036858953643,20.001088599907234,6371,,medium_scarce,2,instance_002.json
GA_Modified,50,100,2168.298726580435,20.000335399992764,5648,improvement_pct=0.3659,medium_scarce,2,instance_002.json
MMR_Original,50,100,1921.884373892519,0.004017600091174245,50,,medium_scarce,3,instance_003.json
MMR_Modified,50,100,1914.8454877503593,0.008948699804022908,4,improvement_pct=0.3662,medium_scarce,3,instance_003.json
GA_Original,50,100,2143.506233082233,20.002852600067854,6382,,medium_scarce,3,instance_003.json
GA_Modified,50,100,1917.5119577134822,20.001953800208867,5624,improvement_pct=0.2275,medium_scarce,3,instance_003.json
MMR_Original,50,100,1912.3938760011083,0.0038831999991089106,50,,medium_scarce,4,instance_004.json
MMR_Modified,50,100,1909.338718241835,0.010806600097566843,4,improvement_pct=0.1598,medium_scarce,4,instance_004.json
GA_Original,50,100,2150.9192552907275,20.00060319993645,6325,,medium_scarce,4,instance_004.json
GA_Modified,50,100,1912.3938760011083,20.001065299846232,5621,improvement_pct=0.0000,medium_scarce,4,instance_004.json
MMR_Original,50,100,1974.05417495414,0.003780700033530593,50,,medium_scarce,5,instance_005.json
MMR_Modified,50,100,1972.512089889364,0.009416700107976794,4,improvement_pct=0.0781,medium_scarce,5,instance_005.json
GA_Original,50,100,2204.1178538935424,20.00270319986157,6367,,medium_scarce,5,instance_005.json
GA_Modified,50,100,1961.35525217104,20.001032500062138,5626,improvement_pct=0.6433,medium_scarce,5,instance_005.json
MMR_Original,50,100,2021.761110431122,0.0036933000665158033,50,,medium_scarce,6,instance_006.json
MMR_Modified,50,100,2015.9054173602892,0.00999769987538457,4,improvement_pct=0.2896,medium_scarce,6,instance_006.json
GA_Original,50,100,2201.3999232726974,20.00121479993686,6345,,medium_scarce,6,instance_006.json
GA_Modified,50,100,2021.761110431122,20.000955099938437,5640,improvement_pct=0.0000,medium_scarce,6,instance_006.json
MMR_Original,50,100,2080.1752900134125,0.003854000009596348,50,,medium_scarce,7,instance_007.json
MMR_Modified,50,100,2077.8663458724623,0.010254000080749393,4,improvement_pct=0.1110,medium_scarce,7,instance_007.json
GA_Original,50,100,2272.7983644439405,20.000952300149947,6376,,medium_scarce,7,instance_007.json
GA_Modified,50,100,2073.6935431090064,20.000498899957165,5631,improvement_pct=0.3116,medium_scarce,7,instance_007.json
MMR_Original,50,100,2386.376857837942,0.0037879999727010727,50,,medium_scarce,8,instance_008.json
MMR_Modified,50,100,2376.876897922178,0.010327700059860945,4,improvement_pct=0.3981,medium_scarce,8,instance_008.json
GA_Original,50,100,2558.7917352136737,20.002051200019196,6353,,medium_scarce,8,instance_008.json
GA_Modified,50,100,2386.376857837942,20.00329879997298,5643,improvement_pct=0.0000,medium_scarce,8,instance_008.json
MMR_Original,50,100,1802.6104518031016,0.007323799887672067,50,,medium_scarce,9,instance_009.json
MMR_Modified,50,100,1798.3427983230595,0.012070000171661377,4,improvement_pct=0.2367,medium_scarce,9,instance_009.json
GA_Original,50,100,2134.8693668578576,20.001637399895117,6376,,medium_scarce,9,instance_009.json
GA_Modified,50,100,1802.6104518031016,20.00323629984632,5646,improvement_pct=0.0000,medium_scarce,9,instance_009.json
MMR_Original,50,100,1981.2682964763328,0.0036595999263226986,50,,medium_scarce,10,instance_010.json
MMR_Modified,50,100,1969.4789076475904,0.00971490005031228,4,improvement_pct=0.5950,medium_scarce,10,instance_010.json
GA_Original,50,100,2164.6992679212076,20.000172199914232,6364,,medium_scarce,10,instance_010.json
GA_Modified,50,100,1981.2682964763328,20.00053959991783,5610,improvement_pct=0.0000,medium_scarce,10,instance_010.json
MMR_Original,50,100,2209.905315356252,0.0036690998822450638,50,,medium_scarce,11,instance_011.json
MMR_Modified,50,100,2208.142509565749,0.009144800016656518,3,improvement_pct=0.0798,medium_scarce,11,instance_011.json
GA_Original,50,100,2503.924502980211,20.002336400095373,6355,,medium_scarce,11,instance_011.json
GA_Modified,50,100,2204.747264203727,20.000425199978054,5661,improvement_pct=0.2334,medium_scarce,11,instance_011.json
MMR_Original,50,100,2041.7218953946337,0.003845399944111705,50,,medium_scarce,12,instance_012.json
MMR_Modified,50,100,2041.7218953946337,0.009579200064763427,2,improvement_pct=0.0000,medium_scarce,12,instance_012.json
GA_Original,50,100,2299.5706288219094,20.00288589997217,6382,,medium_scarce,12,instance_012.json
GA_Modified,50,100,2040.4593047623414,20.0017605999019,5672,improvement_pct=0.0618,medium_scarce,12,instance_012.json
MMR_Original,50,100,2290.532180378643,0.003647199831902981,50,,medium_scarce,13,instance_013.json
MMR_Modified,50,100,2276.6745520289874,0.009733099956065416,4,improvement_pct=0.6050,medium_scarce,13,instance_013.json
GA_Original,50,100,2526.569345244135,20.000584700144827,6399,,medium_scarce,13,instance_013.json
GA_Modified,50,100,2290.532180378643,20.002372700022534,5655,improvement_pct=0.0000,medium_scarce,13,instance_013.json
MMR_Original,50,100,2036.8274487018648,0.003992199897766113,50,,medium_scarce,14,instance_014.json
MMR_Modified,50,100,2025.285153739703,0.009964199969545007,4,improvement_pct=0.5667,medium_scarce,14,instance_014.json
GA_Original,50,100,2228.5650778284707,20.00164659996517,6375,,medium_scarce,14,instance_014.json
GA_Modified,50,100,2024.4675259076237,20.00089650019072,5630,improvement_pct=0.6068,medium_scarce,14,instance_014.json
MMR_Original,50,100,2183.9376838496373,0.0036626001819968224,50,,medium_scarce,15,instance_015.json
MMR_Modified,50,100,2179.526621636152,0.009434200124815106,4,improvement_pct=0.2020,medium_scarce,15,instance_015.json
GA_Original,50,100,2385.9757727404603,20.000098599819466,6352,,medium_scarce,15,instance_015.json
GA_Modified,50,100,2183.9376838496373,20.001214199932292,5601,improvement_pct=0.0000,medium_scarce,15,instance_015.json
MMR_Original,50,100,2094.5152513868684,0.003737000050023198,50,,medium_scarce,16,instance_016.json
MMR_Modified,50,100,2079.4903881967575,0.0090315998531878,4,improvement_pct=0.7173,medium_scarce,16,instance_016.json
GA_Original,50,100,2289.0304889244767,20.001436799997464,6344,,medium_scarce,16,instance_016.json
GA_Modified,50,100,2094.5152513868684,20.001054299995303,5637,improvement_pct=0.0000,medium_scarce,16,instance_016.json
MMR_Original,50,100,1891.1532043871475,0.0037144001107662916,50,,medium_scarce,17,instance_017.json
MMR_Modified,50,100,1887.2543590589892,0.009557100012898445,4,improvement_pct=0.2062,medium_scarce,17,instance_017.json
GA_Original,50,100,2065.9038350186993,20.002613800112158,6385,,medium_scarce,17,instance_017.json
GA_Modified,50,100,1883.545372294261,20.000729399966076,5671,improvement_pct=0.4023,medium_scarce,17,instance_017.json
MMR_Original,50,100,2103.877698419028,0.0037159998901188374,50,,medium_scarce,18,instance_018.json
MMR_Modified,50,100,2091.0318768897914,0.009764299960806966,3,improvement_pct=0.6106,medium_scarce,18,instance_018.json
GA_Original,50,100,2246.267422480526,20.000018700025976,6378,,medium_scarce,18,instance_018.json
GA_Modified,50,100,2103.877698419028,20.00205189990811,5646,improvement_pct=0.0000,medium_scarce,18,instance_018.json
MMR_Original,50,100,1926.5958677038107,0.004037200007587671,50,,medium_scarce,19,instance_019.json
MMR_Modified,50,100,1926.5958677038107,0.00892090005800128,2,improvement_pct=0.0000,medium_scarce,19,instance_019.json
GA_Original,50,100,2148.0708753078366,20.003081100061536,6366,,medium_scarce,19,instance_019.json
GA_Modified,50,100,1923.6850880669567,20.002093099988997,5634,improvement_pct=0.1511,medium_scarce,19,instance_019.json
MMR_Original,50,100,2074.1868826555515,0.003875599941238761,50,,medium_scarce,20,instance_020.json
MMR_Modified,50,100,2070.301888355231,0.008910599863156676,4,improvement_pct=0.1873,medium_scarce,20,instance_020.json
GA_Original,50,100,2337.101140256949,20.00291659985669,6357,,medium_scarce,20,instance_020.json
GA_Modified,50,100,2072.963086248255,20.000701900105923,5669,improvement_pct=0.0590,medium_scarce,20,instance_020.json
MMR_Original,150,100,249.74160610588916,0.0336370998993516,150,,medium_rich,1,instance_001.json
MMR_Modified,150,100,249.155152965884,0.07022810005582869,4,improvement_pct=0.2348,medium_rich,1,instance_001.json
GA_Original,150,100,450.30696068412504,60.00556600000709,5792,,medium_rich,1,instance_001.json
GA_Modified,150,100,249.70178885070223,60.002978400094435,6439,improvement_pct=0.0159,medium_rich,1,instance_001.json
MMR_Original,150,100,253.49567587915143,0.03336869995109737,150,,medium_rich,2,instance_002.json
MMR_Modified,150,100,252.27582360960224,0.07044519996270537,5,improvement_pct=0.4812,medium_rich,2,instance_002.json
GA_Original,150,100,431.84698174232216,60.00346050015651,5774,,medium_rich,2,instance_002.json
GA_Modified,150,100,252.60741684221205,60.001942600123584,6420,improvement_pct=0.3504,medium_rich,2,instance_002.json
MMR_Original,150,100,236.83938048876686,0.034241699846461415,150,,medium_rich,3,instance_003.json
MMR_Modified,150,100,235.8405200802666,0.06798809999600053,4,improvement_pct=0.4217,medium_rich,3,instance_003.json
GA_Original,150,100,389.7375445819033,60.00417959992774,5741,,medium_rich,3,instance_003.json
GA_Modified,150,100,236.83938048876686,60.000657099997625,6386,improvement_pct=0.0000,medium_rich,3,instance_003.json
MMR_Original,150,100,234.0230076627791,0.033320599934086204,150,,medium_rich,4,instance_004.json
MMR_Modified,150,100,233.005634634428,0.08053799998015165,5,improvement_pct=0.4347,medium_rich,4,instance_004.json
GA_Original,150,100,403.4108082576501,60.00739989988506,5750,,medium_rich,4,instance_004.json
GA_Modified,150,100,233.61714457701908,60.00286329980008,6424,improvement_pct=0.1734,medium_rich,4,instance_004.json
MMR_Original,150,100,267.6932788641127,0.03295510006137192,150,,medium_rich,5,instance_005.json
MMR_Modified,150,100,266.0946724688002,0.0672263999003917,4,improvement_pct=0.5972,medium_rich,5,instance_005.json
GA_Original,150,100,476.2893971598176,60.00433979998343,5756,,medium_rich,5,instance_005.json
GA_Modified,150,100,267.6932788641127,60.00024199998006,6454,improvement_pct=0.0000,medium_rich,5,instance_005.json
MMR_Original,150,100,247.69428228043176,0.03327540005557239,150,,medium_rich,6,instance_006.json
MMR_Modified,150,100,246.96065596539952,0.06310129980556667,4,improvement_pct=0.2962,medium_rich,6,instance_006.json
GA_Original,150,100,391.75772138593976,60.0007814001292,5784,,medium_rich,6,instance_006.json
GA_Modified,150,100,247.69428228043176,60.00211240001954,6441,improvement_pct=0.0000,medium_rich,6,instance_006.json
MMR_Original,150,100,260.0629609563299,0.033581400057300925,150,,medium_rich,7,instance_007.json
MMR_Modified,150,100,258.9756397971287,0.0681783000472933,4,improvement_pct=0.4181,medium_rich,7,instance_007.json
GA_Original,150,100,439.0959568080148,60.00632210006006,5775,,medium_rich,7,instance_007.json
GA_Modified,150,100,259.6551463583942,60.00684949988499,6445,improvement_pct=0.1568,medium_rich,7,instance_007.json
MMR_Original,150,100,259.1069392052964,0.032629699911922216,150,,medium_rich,8,instance_008.json
MMR_Modified,150,100,258.46634967583907,0.0671794000081718,4,improvement_pct=0.2472,medium_rich,8,instance_008.json
GA_Original,150,100,424.4870982571507,60.00314459996298,5789,,medium_rich,8,instance_008.json
GA_Modified,150,100,259.1069392052964,60.00548480008729,6448,improvement_pct=0.0000,medium_rich,8,instance_008.json
MMR_Original,150,100,234.44244258206317,0.0332351999823004,150,,medium_rich,9,instance_009.json
MMR_Modified,150,100,233.1087188907757,0.07452749996446073,4,improvement_pct=0.5689,medium_rich,9,instance_009.json
GA_Original,150,100,423.90572470849605,60.0026658999268,5800,,medium_rich,9,instance_009.json
GA_Modified,150,100,234.44244258206317,60.00231530005112,6468,improvement_pct=0.0000,medium_rich,9,instance_009.json
MMR_Original,150,100,263.2946725293617,0.03878100006841123,150,,medium_rich,10,instance_010.json
MMR_Modified,150,100,261.14187934425416,0.07383860019035637,5,improvement_pct=0.8176,medium_rich,10,instance_010.json
GA_Original,150,100,422.8761992107775,60.009361000033095,5789,,medium_rich,10,instance_010.json
GA_Modified,150,100,263.15624911319037,60.001387199852616,6458,improvement_pct=0.0526,medium_rich,10,instance_010.json
MMR_Original,150,100,259.55397233309014,0.03362010000273585,150,,medium_rich,11,instance_011.json
MMR_Modified,150,100,258.73381307354083,0.07099110004492104,4,improvement_pct=0.3160,medium_rich,11,instance_011.json
GA_Original,150,100,409.8011548381625,60.00497830007225,5786,,medium_rich,11,instance_011.json
GA_Modified,150,100,259.05129299298915,60.003291399916634,6434,improvement_pct=0.1937,medium_rich,11,instance_011.json
MMR_Original,150,100,252.30701632979964,0.03249559993855655,150,,medium_rich,12,instance_012.json
MMR_Modified,150,100,251.3441808788844,0.06592960003763437,4,improvement_pct=0.3816,medium_rich,12,instance_012.json
GA_Original,150,100,422.40978379335525,60.01000509993173,5775,,medium_rich,12,instance_012.json
GA_Modified,150,100,252.2773079833124,60.00278380000964,6465,improvement_pct=0.0118,medium_rich,12,instance_012.json
MMR_Original,150,100,221.6041562223004,0.03327740007080138,150,,medium_rich,13,instance_013.json
MMR_Modified,150,100,221.2065546069628,0.0682643000036478,4,improvement_pct=0.1794,medium_rich,13,instance_013.json
GA_Original,150,100,367.25284220639674,60.003421999979764,5811,,medium_rich,13,instance_013.json
GA_Modified,150,100,221.6041562223004,60.000514100072905,6454,improvement_pct=0.0000,medium_rich,13,instance_013.json
MMR_Original,150,100,213.8445516392554,0.03411260014399886,150,,medium_rich,14,instance_014.json
MMR_Modified,150,100,213.19230349178858,0.07327499985694885,4,improvement_pct=0.3050,medium_rich,14,instance_014.json
GA_Original,150,100,382.3596606074227,60.003572599962354,5786,,medium_rich,14,instance_014.json
GA_Modified,150,100,213.60258441125603,60.001270399894565,6450,improvement_pct=0.1132,medium_rich,14,instance_014.json
MMR_Original,150,100,249.3751265099723,0.03267490002326667,150,,medium_rich,15,instance_015.json
MMR_Modified,150,100,248.51619058682405,0.062349600018933415,4,improvement_pct=0.3444,medium_rich,15,instance_015.json
GA_Original,150,100,402.0283272728293,60.0056256998796,5788,,medium_rich,15,instance_015.json
GA_Modified,150,100,249.3751265099723,60.00076780002564,6423,improvement_pct=0.0000,medium_rich,15,instance_015.json
MMR_Original,150,100,234.87315402583968,0.03309740009717643,150,,medium_rich,16,instance_016.json
MMR_Modified,150,100,233.63603111886974,0.0706476999912411,5,improvement_pct=0.5267,medium_rich,16,instance_016.json
GA_Original,150,100,388.15368593348927,60.00256949989125,5769,,medium_rich,16,instance_016.json
GA_Modified,150,100,234.10602573660847,60.00430459994823,6426,improvement_pct=0.3266,medium_rich,16,instance_016.json
MMR_Original,150,100,262.6047913976138,0.033229000167921185,150,,medium_rich,17,instance_017.json
MMR_Modified,150,100,261.6950133903183,0.07095470000058413,5,improvement_pct=0.3464,medium_rich,17,instance_017.json
GA_Original,150,100,442.49788955153826,60.00960920006037,5793,,medium_rich,17,instance_017.json
GA_Modified,150,100,261.10028144879874,60.001981699839234,6436,improvement_pct=0.5729,medium_rich,17,instance_017.json
MMR_Original,150,100,226.4900327171148,0.03365430003032088,150,,medium_rich,18,instance_018.json
MMR_Modified,150,100,225.748514522477,0.06543630012311041,4,improvement_pct=0.3274,medium_rich,18,instance_018.json
GA_Original,150,100,382.4187524506646,60.002390400040895,5767,,medium_rich,18,instance_018.json
GA_Modified,150,100,226.4900327171148,60.00149579998106,6431,improvement_pct=0.0000,medium_rich,18,instance_018.json
MMR_Original,150,100,219.79410421498923,0.03475990006700158,150,,medium_rich,19,instance_019.json
MMR_Modified,150,100,219.39043893801164,0.07059730007313192,4,improvement_pct=0.1837,medium_rich,19,instance_019.json
GA_Original,150,100,375.73719862600683,60.00781890004873,5781,,medium_rich,19,instance_019.json
GA_Modified,150,100,219.22744294900903,60.00092490017414,6436,improvement_pct=0.2578,medium_rich,19,instance_019.json
MMR_Original,150,100,222.69142856087294,0.033446500077843666,150,,medium_rich,20,instance_020.json
MMR_Modified,150,100,222.15954736121776,0.07589920004829764,4,improvement_pct=0.2388,medium_rich,20,instance_020.json
GA_Original,150,100,386.774340055763,60.003882699878886,5785,,medium_rich,20,instance_020.json
